N;time [s];method
2048;0.0030955;trisolv_mpi_isend_openmp
2048;0.00222495;trisolv_baseline
2048;0.000475529;trisolv_blas
2048;0.00208105;trisolv_mpi_isend
2048;0.00308692;trisolv_mpi_onesided
2048;0.0024607;trisolv_mpi_gao
2048;0.00386077;trisolv_mpi_onesided_openmp
2048;0.00325294;trisolv_mpi_isend_openmp
2048;0.00222956;trisolv_baseline
2048;0.00045974;trisolv_blas
2048;0.00252383;trisolv_mpi_isend
2048;0.00371245;trisolv_mpi_onesided
2048;0.00170732;trisolv_mpi_gao
2048;0.0051354;trisolv_mpi_onesided_openmp
2048;0.00400078;trisolv_mpi_isend_openmp
2048;0.00225651;trisolv_baseline
2048;0.000595483;trisolv_blas
2048;0.00275103;trisolv_mpi_isend
2048;0.00373415;trisolv_mpi_onesided
2048;0.00112309;trisolv_mpi_gao
2048;0.00479406;trisolv_mpi_onesided_openmp
2048;0.00307865;trisolv_mpi_isend_openmp
2048;0.00225985;trisolv_baseline
2048;0.000604009;trisolv_blas
2048;0.00162733;trisolv_mpi_isend
2048;0.00323373;trisolv_mpi_onesided
2048;0.00104343;trisolv_mpi_gao
2048;0.00511424;trisolv_mpi_onesided_openmp
2048;0.00393402;trisolv_mpi_isend_openmp
2048;0.00247712;trisolv_baseline
2048;0.000489245;trisolv_blas
2048;0.00277092;trisolv_mpi_isend
2048;0.00372747;trisolv_mpi_onesided
2048;0.00165502;trisolv_mpi_gao
2048;0.00523531;trisolv_mpi_onesided_openmp
2048;0.00391689;trisolv_mpi_isend_openmp
2048;0.00228965;trisolv_baseline
2048;0.000506406;trisolv_blas
2048;0.00190047;trisolv_mpi_isend
2048;0.00308718;trisolv_mpi_onesided
2048;0.00147218;trisolv_mpi_gao
2048;0.00394082;trisolv_mpi_onesided_openmp
2048;0.00292864;trisolv_mpi_isend_openmp
4096;0.00839046;trisolv_baseline
4096;0.00241529;trisolv_blas
4096;0.00770544;trisolv_mpi_isend
4096;0.0117294;trisolv_mpi_onesided
4096;0.00477241;trisolv_mpi_gao
4096;0.010678;trisolv_mpi_onesided_openmp
4096;0.0120285;trisolv_mpi_isend_openmp
4096;0.00872117;trisolv_baseline
4096;0.00241472;trisolv_blas
4096;0.00889313;trisolv_mpi_isend
4096;0.00869034;trisolv_mpi_onesided
4096;0.00488025;trisolv_mpi_gao
4096;0.0146571;trisolv_mpi_onesided_openmp
4096;0.00972155;trisolv_mpi_isend_openmp
4096;0.00889129;trisolv_baseline
4096;0.00236311;trisolv_blas
4096;0.00755865;trisolv_mpi_isend
4096;0.0091591;trisolv_mpi_onesided
4096;0.00835648;trisolv_mpi_gao
4096;0.0149881;trisolv_mpi_onesided_openmp
4096;0.0122399;trisolv_mpi_isend_openmp
4096;0.00900401;trisolv_baseline
4096;0.00239105;trisolv_blas
4096;0.00768699;trisolv_mpi_isend
4096;0.0107068;trisolv_mpi_onesided
4096;0.00386247;trisolv_mpi_gao
4096;0.0102857;trisolv_mpi_onesided_openmp
4096;0.0109827;trisolv_mpi_isend_openmp
4096;0.0088342;trisolv_baseline
4096;0.00357646;trisolv_blas
4096;0.00585741;trisolv_mpi_isend
4096;0.00807398;trisolv_mpi_onesided
4096;0.00385953;trisolv_mpi_gao
4096;0.0108583;trisolv_mpi_onesided_openmp
4096;0.00931256;trisolv_mpi_isend_openmp
4096;0.00886113;trisolv_baseline
4096;0.00358398;trisolv_blas
4096;0.00880063;trisolv_mpi_isend
4096;0.008025;trisolv_mpi_onesided
4096;0.00574186;trisolv_mpi_gao
4096;0.0128971;trisolv_mpi_onesided_openmp
4096;0.00817883;trisolv_mpi_isend_openmp
4096;0.00903275;trisolv_baseline
4096;0.00252536;trisolv_blas
4096;0.0083699;trisolv_mpi_isend
4096;0.00969841;trisolv_mpi_onesided
4096;0.00555758;trisolv_mpi_gao
4096;0.0133043;trisolv_mpi_onesided_openmp
4096;0.0106568;trisolv_mpi_isend_openmp
4096;0.00888464;trisolv_baseline
4096;0.00486851;trisolv_blas
4096;0.00606703;trisolv_mpi_isend
4096;0.0104962;trisolv_mpi_onesided
4096;0.00527769;trisolv_mpi_gao
4096;0.013483;trisolv_mpi_onesided_openmp
4096;0.0113101;trisolv_mpi_isend_openmp
4096;0.00884694;trisolv_baseline
4096;0.00255243;trisolv_blas
4096;0.00720677;trisolv_mpi_isend
4096;0.00868486;trisolv_mpi_onesided
4096;0.0051259;trisolv_mpi_gao
4096;0.0167067;trisolv_mpi_onesided_openmp
4096;0.0114226;trisolv_mpi_isend_openmp
4096;0.00969676;trisolv_baseline
4096;0.0034425;trisolv_blas
4096;0.00652614;trisolv_mpi_isend
4096;0.00853421;trisolv_mpi_onesided
4096;0.00401069;trisolv_mpi_gao
4096;0.0115068;trisolv_mpi_onesided_openmp
4096;0.00814794;trisolv_mpi_isend_openmp
4096;0.00909955;trisolv_baseline
4096;0.00279154;trisolv_blas
4096;0.00947457;trisolv_mpi_isend
4096;0.00855315;trisolv_mpi_onesided
4096;0.00662505;trisolv_mpi_gao
4096;0.0141057;trisolv_mpi_onesided_openmp
4096;0.00996825;trisolv_mpi_isend_openmp
4096;0.00914586;trisolv_baseline
4096;0.00261797;trisolv_blas
4096;0.00902014;trisolv_mpi_isend
4096;0.0105632;trisolv_mpi_onesided
4096;0.00627311;trisolv_mpi_gao
4096;0.0138789;trisolv_mpi_onesided_openmp
4096;0.0120598;trisolv_mpi_isend_openmp
4096;0.00908312;trisolv_baseline
4096;0.00257859;trisolv_blas
4096;0.0064366;trisolv_mpi_isend
4096;0.0125089;trisolv_mpi_onesided
4096;0.00509153;trisolv_mpi_gao
4096;0.0163498;trisolv_mpi_onesided_openmp
4096;0.0112629;trisolv_mpi_isend_openmp
4096;0.00917709;trisolv_baseline
4096;0.00277492;trisolv_blas
4096;0.0078066;trisolv_mpi_isend
4096;0.0119896;trisolv_mpi_onesided
4096;0.00538288;trisolv_mpi_gao
4096;0.0166689;trisolv_mpi_onesided_openmp
4096;0.0111393;trisolv_mpi_isend_openmp
4096;0.00913414;trisolv_baseline
4096;0.00260803;trisolv_blas
4096;0.00796734;trisolv_mpi_isend
4096;0.0126206;trisolv_mpi_onesided
4096;0.00533725;trisolv_mpi_gao
4096;0.0155938;trisolv_mpi_onesided_openmp
4096;0.0132514;trisolv_mpi_isend_openmp
4096;0.00916139;trisolv_baseline
4096;0.0029042;trisolv_blas
4096;0.0098534;trisolv_mpi_isend
4096;0.0094124;trisolv_mpi_onesided
4096;0.00610806;trisolv_mpi_gao
4096;0.0136475;trisolv_mpi_onesided_openmp
4096;0.0105709;trisolv_mpi_isend_openmp
4096;0.0091857;trisolv_baseline
4096;0.00269104;trisolv_blas
4096;0.0100998;trisolv_mpi_isend
4096;0.0122953;trisolv_mpi_onesided
4096;0.00681175;trisolv_mpi_gao
4096;0.0148735;trisolv_mpi_onesided_openmp
4096;0.0126227;trisolv_mpi_isend_openmp
4096;0.00921086;trisolv_baseline
4096;0.0026167;trisolv_blas
4096;0.00684629;trisolv_mpi_isend
4096;0.0109359;trisolv_mpi_onesided
4096;0.00443629;trisolv_mpi_gao
4096;0.0149642;trisolv_mpi_onesided_openmp
4096;0.0132201;trisolv_mpi_isend_openmp
4096;0.00924716;trisolv_baseline
4096;0.00264242;trisolv_blas
4096;0.00738732;trisolv_mpi_isend
4096;0.00862027;trisolv_mpi_onesided
4096;0.00514387;trisolv_mpi_gao
4096;0.0122849;trisolv_mpi_onesided_openmp
4096;0.0103022;trisolv_mpi_isend_openmp
4096;0.00908389;trisolv_baseline
4096;0.00245526;trisolv_blas
4096;0.00947885;trisolv_mpi_isend
4096;0.00897647;trisolv_mpi_onesided
4096;0.00627032;trisolv_mpi_gao
4096;0.0140935;trisolv_mpi_onesided_openmp
4096;0.00988583;trisolv_mpi_isend_openmp
8192;0.0354002;trisolv_baseline
8192;0.0101058;trisolv_blas
8192;0.0349063;trisolv_mpi_isend
8192;0.0346293;trisolv_mpi_onesided
8192;0.0129928;trisolv_mpi_gao
8192;0.04824;trisolv_mpi_onesided_openmp
8192;0.0406047;trisolv_mpi_isend_openmp
8192;0.0356327;trisolv_baseline
8192;0.0101271;trisolv_blas
8192;0.0241399;trisolv_mpi_isend
8192;0.0336651;trisolv_mpi_onesided
8192;0.029726;trisolv_mpi_gao
8192;0.0512617;trisolv_mpi_onesided_openmp
8192;0.0454348;trisolv_mpi_isend_openmp
8192;0.0424853;trisolv_baseline
8192;0.0102865;trisolv_blas
8192;0.0281532;trisolv_mpi_isend
8192;0.0350363;trisolv_mpi_onesided
8192;0.0154414;trisolv_mpi_gao
8192;0.0505557;trisolv_mpi_onesided_openmp
8192;0.0341489;trisolv_mpi_isend_openmp
8192;0.0370822;trisolv_baseline
8192;0.0104581;trisolv_blas
8192;0.0430414;trisolv_mpi_isend
8192;0.0489401;trisolv_mpi_onesided
8192;0.0189859;trisolv_mpi_gao
8192;0.0383744;trisolv_mpi_onesided_openmp
8192;0.0490193;trisolv_mpi_isend_openmp
8192;0.0360309;trisolv_baseline
8192;0.0118162;trisolv_blas
8192;0.0358892;trisolv_mpi_isend
8192;0.0340108;trisolv_mpi_onesided
8192;0.0149319;trisolv_mpi_gao
8192;0.0516778;trisolv_mpi_onesided_openmp
8192;0.0467734;trisolv_mpi_isend_openmp
8192;0.0347897;trisolv_baseline
8192;0.00985705;trisolv_blas
8192;0.037218;trisolv_mpi_isend
8192;0.0419635;trisolv_mpi_onesided
8192;0.0153648;trisolv_mpi_gao
8192;0.0396871;trisolv_mpi_onesided_openmp
8192;0.0259998;trisolv_mpi_isend_openmp
8192;0.0350381;trisolv_baseline
8192;0.0102795;trisolv_blas
8192;0.0222023;trisolv_mpi_isend
8192;0.0368522;trisolv_mpi_onesided
8192;0.0148416;trisolv_mpi_gao
8192;0.0351102;trisolv_mpi_onesided_openmp
8192;0.0318104;trisolv_mpi_isend_openmp
8192;0.0349923;trisolv_baseline
8192;0.0100597;trisolv_blas
8192;0.0303242;trisolv_mpi_isend
8192;0.0338452;trisolv_mpi_onesided
8192;0.0140041;trisolv_mpi_gao
8192;0.0378794;trisolv_mpi_onesided_openmp
8192;0.0471706;trisolv_mpi_isend_openmp
8192;0.0346928;trisolv_baseline
8192;0.0100604;trisolv_blas
8192;0.0352013;trisolv_mpi_isend
8192;0.0401049;trisolv_mpi_onesided
8192;0.0127463;trisolv_mpi_gao
8192;0.0423303;trisolv_mpi_onesided_openmp
8192;0.0396936;trisolv_mpi_isend_openmp
8192;0.0350464;trisolv_baseline
8192;0.0107635;trisolv_blas
8192;0.0273063;trisolv_mpi_isend
8192;0.0322616;trisolv_mpi_onesided
8192;0.0122911;trisolv_mpi_gao
8192;0.0435376;trisolv_mpi_onesided_openmp
8192;0.0319637;trisolv_mpi_isend_openmp
8192;0.0356053;trisolv_baseline
8192;0.01004;trisolv_blas
8192;0.0362467;trisolv_mpi_isend
8192;0.0414751;trisolv_mpi_onesided
8192;0.0194157;trisolv_mpi_gao
8192;0.0376373;trisolv_mpi_onesided_openmp
8192;0.0349271;trisolv_mpi_isend_openmp
8192;0.0348815;trisolv_baseline
8192;0.0100707;trisolv_blas
8192;0.0302627;trisolv_mpi_isend
8192;0.0425656;trisolv_mpi_onesided
8192;0.0245691;trisolv_mpi_gao
8192;0.0432637;trisolv_mpi_onesided_openmp
8192;0.035785;trisolv_mpi_isend_openmp
8192;0.0351901;trisolv_baseline
8192;0.00995261;trisolv_blas
8192;0.0333902;trisolv_mpi_isend
8192;0.0305936;trisolv_mpi_onesided
8192;0.0169433;trisolv_mpi_gao
8192;0.0383331;trisolv_mpi_onesided_openmp
8192;0.0348068;trisolv_mpi_isend_openmp
8192;0.0353597;trisolv_baseline
8192;0.0100725;trisolv_blas
8192;0.0270027;trisolv_mpi_isend
8192;0.0498747;trisolv_mpi_onesided
8192;0.02389;trisolv_mpi_gao
8192;0.051727;trisolv_mpi_onesided_openmp
8192;0.034296;trisolv_mpi_isend_openmp
8192;0.0366831;trisolv_baseline
8192;0.0104172;trisolv_blas
8192;0.0366029;trisolv_mpi_isend
8192;0.0408329;trisolv_mpi_onesided
8192;0.0159984;trisolv_mpi_gao
8192;0.0477944;trisolv_mpi_onesided_openmp
8192;0.0490886;trisolv_mpi_isend_openmp
8192;0.035552;trisolv_baseline
8192;0.010117;trisolv_blas
8192;0.0282239;trisolv_mpi_isend
8192;0.0435065;trisolv_mpi_onesided
8192;0.0194515;trisolv_mpi_gao
8192;0.0543839;trisolv_mpi_onesided_openmp
8192;0.0346731;trisolv_mpi_isend_openmp
8192;0.0364578;trisolv_baseline
8192;0.0100029;trisolv_blas
8192;0.0426807;trisolv_mpi_isend
8192;0.0255402;trisolv_mpi_onesided
8192;0.0136686;trisolv_mpi_gao
8192;0.0533903;trisolv_mpi_onesided_openmp
8192;0.0358945;trisolv_mpi_isend_openmp
8192;0.0347656;trisolv_baseline
8192;0.0104084;trisolv_blas
8192;0.0217894;trisolv_mpi_isend
8192;0.0277874;trisolv_mpi_onesided
8192;0.0277054;trisolv_mpi_gao
8192;0.0348749;trisolv_mpi_onesided_openmp
8192;0.0282652;trisolv_mpi_isend_openmp
8192;0.034388;trisolv_baseline
8192;0.0100313;trisolv_blas
8192;0.0277972;trisolv_mpi_isend
8192;0.0319689;trisolv_mpi_onesided
8192;0.0230949;trisolv_mpi_gao
8192;0.0404084;trisolv_mpi_onesided_openmp
8192;0.0319651;trisolv_mpi_isend_openmp
8192;0.0351109;trisolv_baseline
8192;0.0108297;trisolv_blas
8192;0.0277861;trisolv_mpi_isend
8192;0.0360225;trisolv_mpi_onesided
8192;0.0159664;trisolv_mpi_gao
8192;0.0436965;trisolv_mpi_onesided_openmp
8192;0.0341236;trisolv_mpi_isend_openmp
16384;0.139543;trisolv_baseline
16384;0.0383382;trisolv_blas
16384;0.147023;trisolv_mpi_isend
16384;0.136533;trisolv_mpi_onesided
16384;0.0482844;trisolv_mpi_gao
16384;0.151393;trisolv_mpi_onesided_openmp
16384;0.140106;trisolv_mpi_isend_openmp
16384;0.140069;trisolv_baseline
16384;0.0381036;trisolv_blas
16384;0.137046;trisolv_mpi_isend
16384;0.127921;trisolv_mpi_onesided
16384;0.0590548;trisolv_mpi_gao
16384;0.162013;trisolv_mpi_onesided_openmp
16384;0.148977;trisolv_mpi_isend_openmp
16384;0.141589;trisolv_baseline
16384;0.0394328;trisolv_blas
16384;0.107251;trisolv_mpi_isend
16384;0.104353;trisolv_mpi_onesided
16384;0.0437197;trisolv_mpi_gao
16384;0.127302;trisolv_mpi_onesided_openmp
16384;0.150447;trisolv_mpi_isend_openmp
16384;0.138582;trisolv_baseline
16384;0.0381075;trisolv_blas
16384;0.119224;trisolv_mpi_isend
16384;0.132328;trisolv_mpi_onesided
16384;0.0492652;trisolv_mpi_gao
16384;0.156696;trisolv_mpi_onesided_openmp
16384;0.221313;trisolv_mpi_isend_openmp
16384;0.140811;trisolv_baseline
16384;0.038102;trisolv_blas
16384;0.0916615;trisolv_mpi_isend
16384;0.17479;trisolv_mpi_onesided
16384;0.10927;trisolv_mpi_gao
16384;0.156351;trisolv_mpi_onesided_openmp
16384;0.171948;trisolv_mpi_isend_openmp
16384;0.140199;trisolv_baseline
16384;0.038043;trisolv_blas
16384;0.143613;trisolv_mpi_isend
16384;0.118405;trisolv_mpi_onesided
16384;0.0782823;trisolv_mpi_gao
16384;0.149086;trisolv_mpi_onesided_openmp
16384;0.121011;trisolv_mpi_isend_openmp
16384;0.138581;trisolv_baseline
16384;0.0377759;trisolv_blas
16384;0.109408;trisolv_mpi_isend
16384;0.149048;trisolv_mpi_onesided
16384;0.0588078;trisolv_mpi_gao
16384;0.150633;trisolv_mpi_onesided_openmp
16384;0.132688;trisolv_mpi_isend_openmp
16384;0.140088;trisolv_baseline
16384;0.0371449;trisolv_blas
16384;0.133451;trisolv_mpi_isend
16384;0.116365;trisolv_mpi_onesided
16384;0.0589568;trisolv_mpi_gao
16384;0.126246;trisolv_mpi_onesided_openmp
16384;0.165232;trisolv_mpi_isend_openmp
16384;0.139945;trisolv_baseline
16384;0.0392314;trisolv_blas
16384;0.13606;trisolv_mpi_isend
16384;0.117278;trisolv_mpi_onesided
16384;0.0489287;trisolv_mpi_gao
16384;0.125799;trisolv_mpi_onesided_openmp
16384;0.135451;trisolv_mpi_isend_openmp
16384;0.142006;trisolv_baseline
16384;0.0382287;trisolv_blas
16384;0.129826;trisolv_mpi_isend
16384;0.132218;trisolv_mpi_onesided
16384;0.0543265;trisolv_mpi_gao
16384;0.147886;trisolv_mpi_onesided_openmp
16384;0.127241;trisolv_mpi_isend_openmp
16384;0.139371;trisolv_baseline
16384;0.0370157;trisolv_blas
16384;0.123;trisolv_mpi_isend
16384;0.117262;trisolv_mpi_onesided
16384;0.057857;trisolv_mpi_gao
16384;0.133932;trisolv_mpi_onesided_openmp
16384;0.149906;trisolv_mpi_isend_openmp
16384;0.138139;trisolv_baseline
16384;0.0376106;trisolv_blas
16384;0.142923;trisolv_mpi_isend
16384;0.136544;trisolv_mpi_onesided
16384;0.0494759;trisolv_mpi_gao
16384;0.135723;trisolv_mpi_onesided_openmp
16384;0.139851;trisolv_mpi_isend_openmp
16384;0.156057;trisolv_baseline
16384;0.038784;trisolv_blas
16384;0.135861;trisolv_mpi_isend
16384;0.12832;trisolv_mpi_onesided
16384;0.127145;trisolv_mpi_gao
16384;0.12101;trisolv_mpi_onesided_openmp
16384;0.143737;trisolv_mpi_isend_openmp
16384;0.141035;trisolv_baseline
16384;0.0396011;trisolv_blas
16384;0.121808;trisolv_mpi_isend
16384;0.131044;trisolv_mpi_onesided
16384;0.0991453;trisolv_mpi_gao
16384;0.155726;trisolv_mpi_onesided_openmp
16384;0.141597;trisolv_mpi_isend_openmp
16384;0.13775;trisolv_baseline
16384;0.0373869;trisolv_blas
16384;0.133977;trisolv_mpi_isend
16384;0.176712;trisolv_mpi_onesided
16384;0.0784277;trisolv_mpi_gao
16384;0.134952;trisolv_mpi_onesided_openmp
16384;0.138486;trisolv_mpi_isend_openmp
16384;0.138417;trisolv_baseline
16384;0.0386085;trisolv_blas
16384;0.124354;trisolv_mpi_isend
16384;0.136337;trisolv_mpi_onesided
16384;0.0627054;trisolv_mpi_gao
16384;0.143338;trisolv_mpi_onesided_openmp
16384;0.148263;trisolv_mpi_isend_openmp
16384;0.135065;trisolv_baseline
16384;0.0359008;trisolv_blas
16384;0.140833;trisolv_mpi_isend
16384;0.159842;trisolv_mpi_onesided
16384;0.0944924;trisolv_mpi_gao
16384;0.163757;trisolv_mpi_onesided_openmp
16384;0.149292;trisolv_mpi_isend_openmp
16384;0.134864;trisolv_baseline
16384;0.0363493;trisolv_blas
16384;0.131302;trisolv_mpi_isend
16384;0.162878;trisolv_mpi_onesided
16384;0.0614789;trisolv_mpi_gao
16384;0.142198;trisolv_mpi_onesided_openmp
16384;0.136117;trisolv_mpi_isend_openmp
16384;0.136758;trisolv_baseline
16384;0.0370008;trisolv_blas
16384;0.115615;trisolv_mpi_isend
16384;0.143722;trisolv_mpi_onesided
16384;0.0955127;trisolv_mpi_gao
16384;0.15183;trisolv_mpi_onesided_openmp
16384;0.151702;trisolv_mpi_isend_openmp
16384;0.132639;trisolv_baseline
16384;0.0385091;trisolv_blas
16384;0.166251;trisolv_mpi_isend
16384;0.119913;trisolv_mpi_onesided
16384;0.0595856;trisolv_mpi_gao
16384;0.129366;trisolv_mpi_onesided_openmp
16384;0.172731;trisolv_mpi_isend_openmp
32768;0.532388;trisolv_baseline
32768;0.145669;trisolv_blas
32768;0.500279;trisolv_mpi_isend
32768;0.472957;trisolv_mpi_onesided
32768;0.23161;trisolv_mpi_gao
32768;0.500495;trisolv_mpi_onesided_openmp
32768;0.486288;trisolv_mpi_isend_openmp
32768;0.552021;trisolv_baseline
32768;0.147892;trisolv_blas
32768;0.520055;trisolv_mpi_isend
32768;0.49086;trisolv_mpi_onesided
32768;0.248668;trisolv_mpi_gao
32768;0.529684;trisolv_mpi_onesided_openmp
32768;0.568263;trisolv_mpi_isend_openmp
32768;0.544034;trisolv_baseline
32768;0.145769;trisolv_blas
32768;0.542893;trisolv_mpi_isend
32768;0.512509;trisolv_mpi_onesided
32768;0.192586;trisolv_mpi_gao
32768;0.545253;trisolv_mpi_onesided_openmp
32768;0.473845;trisolv_mpi_isend_openmp
32768;0.547742;trisolv_baseline
32768;0.145771;trisolv_blas
32768;0.565136;trisolv_mpi_isend
32768;0.481902;trisolv_mpi_onesided
32768;0.331709;trisolv_mpi_gao
32768;0.571743;trisolv_mpi_onesided_openmp
32768;0.582646;trisolv_mpi_isend_openmp
32768;0.557025;trisolv_baseline
32768;0.146074;trisolv_blas
32768;0.493425;trisolv_mpi_isend
32768;0.519681;trisolv_mpi_onesided
32768;0.175525;trisolv_mpi_gao
